4.46 55.0 0.030000000000000002 0.014456832294800962
4.72 55.0 0.21000000000000002 0.02531797780234433
4.97 55.0 0.55 0.05678908345800274
5.22 55.0 0.93 0.10222035022440493
5.47 55.0 1.32 0.15692036196746426
5.72 55.0 1.5600000000000003 0.17758378304338493
5.97 55.0 1.73 0.19932134858062747
6.22 55.0 1.38 0.1550612782096162
6.47 55.0 0.93 0.12589281155014376
6.72 55.0 0.98 0.19596938536414304
6.97 55.0 1.03 0.1428600713985542
7.23 55.0 1.04 0.31466807909287525
7.48 55.0 0.76 0.1482430436816514
7.73 55.0 0.6500000000000001 0.14291605927956452
7.98 55.0 0.73 0.12300000000000001
