4.660	29.37	2.36E-03	1.42E-04
4.660	48.91	2.16E-03	1.30E-04
4.803	28.17	2.80E-03	1.68E-04
4.803	37.52	3.07E-03	1.84E-04
4.803	46.84	2.86E-03	1.72E-04
4.803	56.11	2.74E-03	1.64E-04
4.803	65.32	2.36E-03	1.42E-04
4.861	27.78	3.13E-03	1.88E-04
4.861	46.17	3.12E-03	1.87E-04
4.918	27.43	3.30E-03	1.98E-04
4.918	40.57	3.27E-03	1.96E-04
4.976	27.11	3.41E-03	2.05E-04
4.976	40.04	3.62E-03	2.17E-04
5.033	26.83	4.09E-03	2.45E-04
5.033	44.56	3.93E-03	2.36E-04
5.090	26.57	4.03E-03	2.42E-04
5.090	44.11	4.28E-03	2.57E-04
5.090	78.22	3.46E-03	2.08E-04
5.148	26.33	4.74E-03	2.84E-04
5.148	43.71	4.64E-03	2.78E-04
5.148	77.46	4.16E-03	2.50E-04
5.205	26.11	5.39E-03	3.23E-04
5.205	40.34	5.07E-03	3.04E-04
5.205	76.77	4.53E-03	2.72E-04
5.263	25.91	6.10E-03	3.66E-04
5.263	43	6.03E-03	3.62E-04
5.263	76.13	5.27E-03	3.16E-04
5.320	25.72	7.30E-03	4.38E-04
5.320	42.68	6.85E-03	4.11E-04
5.320	75.55	6.11E-03	3.67E-04
5.377	25.55	8.43E-03	5.06E-04
5.377	42.39	8.21E-03	4.93E-04
5.377	75	6.64E-03	3.98E-04
5.435	25.38	9.83E-03	5.90E-04
5.435	42.11	9.56E-03	5.74E-04
5.435	74.49	7.64E-03	4.58E-04
5.492	25.23	1.06E-02	6.34E-04
5.492	41.86	1.04E-02	6.24E-04
5.492	74.03	8.66E-03	5.20E-04
5.492	89.2	6.99E-03	4.19E-04
5.549	25.09	1.12E-02	6.69E-04
5.549	33.38	1.10E-02	6.59E-04
5.549	41.62	1.06E-02	6.35E-04
5.549	49.78	9.76E-03	5.86E-04
5.549	57.84	9.31E-03	5.59E-04
5.549	65.78	8.77E-03	5.26E-04
5.549	73.59	8.11E-03	4.87E-04
5.549	81.22	7.35E-03	4.41E-04
5.549	88.66	7.10E-03	4.26E-04
5.549	95.88	6.20E-03	3.72E-04
5.607	24.95	1.06E-02	6.38E-04
5.607	41.39	1.07E-02	6.40E-04
5.607	73.17	7.35E-03	4.41E-04
5.664	24.83	1.04E-02	6.24E-04
5.664	41.18	9.97E-03	5.98E-04
5.664	72.79	7.42E-03	4.45E-04
5.664	101.7	4.22E-03	2.53E-04
5.722	24.71	9.67E-03	5.80E-04
5.722	40.98	9.22E-03	5.53E-04
5.722	72.43	7.37E-03	4.42E-04
5.722	101.18	5.17E-03	3.10E-04
5.779	24.59	8.69E-03	5.21E-04
5.779	40.79	8.74E-03	5.24E-04
5.779	72.09	6.98E-03	4.19E-04
5.779	100.7	6.01E-03	3.61E-04
5.836	24.49	8.15E-03	4.89E-04
5.836	40.61	8.40E-03	5.04E-04
5.836	71.76	6.98E-03	4.19E-04
5.836	100.25	5.56E-03	3.34E-04
5.836	124.37	5.51E-03	3.31E-04
5.894	24.38	6.78E-03	4.07E-04
5.894	36.13	7.67E-03	4.60E-04
5.894	40.44	7.65E-03	4.59E-04
5.894	50.87	7.63E-03	4.58E-04
5.894	58.97	7.18E-03	4.31E-04
5.894	65.11	6.62E-03	3.97E-04
5.894	71.4	6.80E-03	4.08E-04
5.894	99.82	5.97E-03	3.58E-04
5.894	123.87	6.29E-03	3.77E-04
5.951	24.29	6.95E-03	4.17E-04
5.951	32.32	7.32E-03	4.39E-04
5.951	40.28	7.29E-03	4.37E-04
5.951	48.17	7.57E-03	4.54E-04
5.951	55.96	7.16E-03	4.30E-04
5.951	63.63	6.79E-03	4.07E-04
5.951	71.16	6.31E-03	3.79E-04
5.951	78.54	6.39E-03	3.83E-04
5.951	85.72	6.38E-03	3.83E-04
5.951	92.69	6.05E-03	3.63E-04
5.951	99.41	6.02E-03	3.61E-04
5.951	105.87	5.95E-03	3.57E-04
5.951	112.04	6.22E-03	3.73E-04
5.951	117.89	5.04E-03	3.02E-04
5.951	123.41	5.79E-03	3.47E-04
6.094	24.07	6.32E-03	3.79E-04
6.094	39.91	7.17E-03	4.30E-04
6.094	70.5	6.96E-03	4.18E-04
6.094	98.49	6.53E-03	3.92E-04
6.094	111.03	5.79E-03	3.47E-04
4.451	79.98	9.80E-04	5.88E-05
4.740	42.93	2.66E-03	1.60E-04
4.740	60.15	2.76E-03	1.66E-04
4.740	69.91	2.54E-03	1.52E-04
4.740	77.38	2.47E-03	1.48E-04
5.028	40.18	4.16E-03	2.50E-04
5.028	56.17	3.95E-03	2.37E-04
5.028	65.18	3.86E-03	2.32E-04
5.028	72.03	3.91E-03	2.35E-04
5.317	38.48	7.08E-03	4.25E-04
5.317	53.74	6.35E-03	3.81E-04
5.317	62.32	6.12E-03	3.67E-04
5.317	68.84	5.91E-03	3.55E-04
5.605	37.31	1.09E-02	6.52E-04
5.605	52.09	9.68E-03	5.81E-04
5.605	60.7	8.69E-03	5.21E-04
5.605	66.68	8.52E-03	5.11E-04
6.182	35.79	7.06E-03	4.24E-04
6.182	49.95	6.89E-03	4.13E-04
6.182	57.89	6.78E-03	4.07E-04
6.182	63.91	6.75E-03	4.05E-04

