0.136 23.88 0.9011 0.22480000000000003
0.136 39.32 0.9021000000000001 0.22480000000000003
0.136 53.04 0.9019 0.22480000000000003
0.136 70.19 0.9054 0.22480000000000003
0.136 89.07 0.9051 0.22480000000000003
0.136 95.93 0.9053000000000001 0.22480000000000003
0.136 111.4 0.9049 0.22480000000000003
0.136 128.5 0.9008000000000002 0.22480000000000003
0.136 142.2 0.9038 0.22480000000000003
0.136 156.0 0.9043 0.22480000000000003
0.186 19.25 1.315 0.6021
0.186 38.18 1.327 0.6021
0.186 46.66 1.33 0.6021
0.186 65.56 1.331 0.6021
0.186 79.25 1.612 0.6021
0.186 93.03 1.552 0.6021
0.186 113.7 1.232 0.6021
0.186 127.4 1.002 0.6021
0.186 139.4 0.8741000000000001 0.6021
0.186 153.1 0.9083 0.6021
0.252 24.39 3.404 0.1114
0.252 39.02 2.9720000000000004 0.6142
0.252 51.84 3.459 0.1114
0.252 71.29 3.191 0.45740000000000003
0.252 85.82 3.2 0.1114
0.252 93.96 2.929 0.1114
0.252 110.1 3.115 0.1114
0.252 129.6 2.54 0.1114
0.252 142.5 2.412 0.1114
0.252 157.1 2.441 0.1114
0.324 23.07 4.553 0.1316
0.324 39.14 4.924 0.5
0.324 48.83 4.947 0.1316
0.324 71.4 5.167 0.6629
0.324 82.85 4.527000000000001 0.1316
0.324 95.85 4.224 0.1316
0.324 110.5 3.592 0.1316
0.324 128.4 3.3 0.1316
0.324 141.3 3.497 0.1316
0.324 156.0 2.698 0.1316
0.49 24.0 7.462 0.12010000000000001
0.49 32.11 7.321000000000001 0.12010000000000001
0.49 40.22 7.18 0.634
0.49 48.29 7.197 0.47550000000000003
0.49 61.21 7.225 0.634
0.49 72.44 6.615 0.12010000000000001
0.49 82.28 6.953000000000001 0.12010000000000001
0.49 96.95 6.351 0.12010000000000001
0.49 108.5 5.107 0.7926
0.49 118.2 5.445 0.634
0.49 131.3 4.363 0.12010000000000001
0.49 141.0 4.543 0.12010000000000001
0.49 149.3 3.659 0.12010000000000001
0.49 158.9 3.63 0.12010000000000001
0.589 22.26 8.942 0.5957
0.589 30.46 8.261 0.4497
0.589 39.86 9.619000000000002 0.8935
0.589 49.78 8.594 0.5957
0.589 61.18 8.168 0.7446000000000002
0.589 70.9 8.037 0.7475000000000002
0.589 80.62 7.905 0.1006
0.589 97.02 6.744 0.1006
0.589 108.5 6.02 0.5927
0.589 118.3 5.442000000000001 0.7446000000000002
0.589 131.4 4.87 0.1006
0.589 139.5 4.586 0.1006
0.589 149.3 4.008 0.1006
0.589 157.4 4.023 0.1006
0.688 23.08 9.649 0.46480000000000005
0.688 29.5 9.818 0.6238
0.688 39.1 10.01 0.7829000000000002
0.688 47.49 8.76 0.6238
0.688 61.8 9.88 0.9357
0.688 71.75 8.651000000000002 0.7798
0.688 79.89 8.354 0.1057
0.688 96.29 7.1370000000000005 0.1057
0.688 102.9 6.370000000000001 0.7829000000000002
0.688 116.0 5.615 0.46480000000000005
0.688 129.1 4.704 0.1057
0.688 137.2 4.719 0.1057
0.688 145.4 3.955 0.1057
0.688 155.1 3.974 0.1057
0.787 18.88 10.88 0.4998
0.787 28.43 11.57 0.6627
0.787 38.22 11.090000000000002 0.833
0.787 44.83 10.44 0.4998
0.787 59.22 11.14 0.833
0.787 69.26 9.494000000000002 0.8367
0.787 77.37 9.346 0.1274
0.787 93.84 7.882999999999999 0.1274
0.787 103.7 7.239 0.6664
0.787 115.2 6.098 0.6664
0.787 128.3 5.462 0.1274
0.787 138.1 4.817 0.1274
0.787 147.9 4.673 0.1274
0.787 154.4 4.021 0.1274
0.887 20.27 11.26 0.4776
0.887 28.41 10.96 0.6369
0.887 38.2 10.5 0.9585
0.887 46.21 10.830000000000002 0.6337
0.887 60.64 11.34 0.7961
0.887 70.59 10.09 0.9585
0.887 77.21 9.302 0.10850000000000001
0.887 95.26 7.904 0.10850000000000001
0.887 103.5 7.283 0.7929
0.887 113.4 6.187 0.6369
0.887 128.0 5.579 0.10850000000000001
0.887 136.3 4.958 0.6369
0.887 144.4 4.337 0.10850000000000001
0.887 155.9 3.722 0.10850000000000001
