3.749 60.0 2.109 0.0781
3.986 150.0 6.535 0.0775
3.995 60.0 3.229 0.0781
3.995 165.0 5.221 0.551
4.249 150.0 7.26 0.0775
4.254 60.0 4.818 0.0781
4.257 165.0 6.114 0.0787
4.486 165.0 7.634 0.0787
4.496 150.0 7.905 0.5424
4.516 60.0 5.782 0.0781
4.748 150.0 7.389 0.5424
4.751 165.0 7.741 0.0787
4.76 60.0 7.448 0.0781
4.981 165.0 8.867 0.0787
4.995 150.0 8.189 0.5424
5.001 60.0 9.504 0.0781
5.244 165.0 9.682000000000002 0.551
5.262 60.0 10.86 0.0781
5.499 150.0 7.311 0.0775
5.505 165.0 10.81 0.551
5.509 60.0 11.67 0.0781
5.732 150.0 7.567 0.0775
5.741 60.0 12.08 0.0781
5.757 165.0 10.37 0.5494
5.981 165.0 8.971 0.0787
5.983 150.0 7.283 0.0775
5.992 60.0 11.95 0.0781
6.238 165.0 7.108 0.6297
6.251 150.0 6.613 0.0775
6.257 60.0 12.06 0.0781
6.471 150.0 6.48 0.0775
6.475 60.0 12.23 0.0781
6.504 165.0 7.057 0.0787
6.727 60.0 11.71 0.0781
6.735 150.0 6.8950000000000005 0.5424
6.753 165.0 7.162 0.5494
6.994 60.0 11.350000000000001 0.0781
7.001 150.0 6.612 0.3858
7.004 165.0 6.952 0.0787
7.226 165.0 6.109 0.0787
7.247 60.0 10.75 0.0781
7.473 150.0 5.886000000000001 0.0775
7.477 165.0 5.978 0.0787
7.483 60.0 10.15 0.0781
7.723 150.0 5.989000000000001 0.0775
7.732 60.0 10.41 0.0781
7.743 165.0 5.927 0.0787
7.973 150.0 6.015 0.0775
7.983 60.0 10.2 0.0781
7.992 165.0 6.032 0.0787
8.21 150.0 5.186 0.0775
8.233 60.0 10.23 0.0781
8.256 165.0 6.453 0.0787
8.477 150.0 4.826 0.6183
8.483 60.0 10.26 0.0781
8.494 165.0 5.533 0.4739
8.684 60.0 10.67 0.0781
8.708 150.0 5.703 0.0775
8.744 165.0 5.637 0.0787
8.95 60.0 10.69 0.0781
8.974 150.0 5.652 0.5424
8.995 165.0 5.349 0.0787
9.203 60.0 9.861000000000002 0.0781
9.213 150.0 4.592 0.0775
9.244 165.0 5.532 0.0787
9.451 60.0 10.43 0.0781
9.463 150.0 4.462 0.0775
9.496 165.0 5.086 0.0787
9.699 150.0 4.099 0.4649
9.704 60.0 9.757 0.0781
9.745 165.0 5.269 0.4707
9.935 60.0 10.41 0.0781
9.965 150.0 4.049 0.1534
10.01 165.0 4.195 0.5477
10.19 60.0 9.65 0.0781
10.22 150.0 3.687 0.0775
10.44 60.0 9.208 0.0781
